ICD9,Description,HCUP CCS Classification,HCC Category,CCW Classification,CDPS Classification
01601,TB of kidney-no exam,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
01602,TB of kidney-exam unkn,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
01603,TB of kidney-micro dx,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
01604,TB of kidney-cult dx,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
01605,TB of kidney-histo dx,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
01606,TB of kidney-oth test,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
00161,TB of bladder-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01611,TB of bladder-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01612,TB of bladder-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01613,TB of bladder-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01614,TB of bladder-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01615,TB of bladder-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01616,TB of bladder-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00162,TB of ureter-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01621,TB of ureter-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01622,TB of ureter-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01623,TB of ureter-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01624,TB of ureter-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01625,TB of ureter-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01626,TB of ureter-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00163,TB urinary NEC-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01631,TB urinary NEC-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01632,TB urinary NEC-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01633,TB urinary NEC-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01634,TB urinary NEC-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01635,TB urinary NEC-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01636,TB urinary NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00164,TB epididymis-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01641,TB epididymis-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01642,TB epididymis-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01643,TB epididymis-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01644,TB epididymis-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01645,TB epididymis-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01646,TB epididymis-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00165,TB male genit NEC-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01651,TB male gen NEC-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01652,TB male gen NEC-ex unkn,Tuberculosis,,,"Pulmonary, Super Low"
01653,TB male gen NEC-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01654,TB male gen NEC-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01655,TB male gen NEC-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01656,TB male gen NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00166,TB ovary & tube-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01661,TB ovary & tube-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01662,TB ovary/tube-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01663,TB ovary & tube-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01664,TB ovary & tube-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01665,TB ovary & tube-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01666,TB ovary & tube-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00167,TB female gen NEC-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01671,TB fem gen NEC-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01672,TB fem gen NEC-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01673,TB fem gen NEC-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01674,TB fem gen NEC-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01675,TB fem gen NEC-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01676,TB fem gen NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00169,Gu TB NOS-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01691,Gu TB NOS-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01692,Gu TB NOS-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01693,Gu TB NOS-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01694,Gu TB NOS-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01695,Gu TB NOS-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01696,Gu TB NOS-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00170,TB skin/subcutan-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01701,TB skin/subcut-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01702,TB skin/subcut-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01703,TB skin/subcut-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01704,TB skin/subcut-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01705,TB skin/subcut-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01706,TB skin/subcut-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00171,Erythema nodos tb-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01711,Erythem nodos tb-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01712,Erythem nod tb-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01713,Erythem nod tb-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01714,Erythem nodos tb-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01715,Erythem nod tb-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01716,Erythem nod tb-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00172,TB periph lymph-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01721,TB periph lymph-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01722,TB periph lymph-exam unk,Tuberculosis,,,"Pulmonary, Super Low"
01723,TB periph lymph-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01724,TB periph lymph-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01725,TB periph lymph-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01726,TB periph lymph-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00173,TB of eye-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01731,TB of eye-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01732,TB of eye-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01733,TB of eye-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01734,TB of eye-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01735,TB of eye-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01736,TB of eye-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00174,TB of ear-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01741,TB of ear-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01742,TB of ear-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01743,TB of ear-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01744,TB of ear-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01745,TB of ear-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01746,TB of ear-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00175,TB of thyroid-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01751,TB of thyroid-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01752,TB of thyroid-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01753,TB of thyroid-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01754,TB of thyroid-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01755,TB of thyroid-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01756,TB of thyroid-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00176,TB of adrenal-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01761,TB of adrenal-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01762,TB of adrenal-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01763,TB of adrenal-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01764,TB of adrenal-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01765,TB of adrenal-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01766,TB of adrenal-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00177,TB of spleen-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01771,TB of spleen-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01772,TB of spleen-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01773,TB of spleen-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01774,TB of spleen-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01775,TB of spleen-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01776,TB of spleen-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00178,TB esophagus-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01781,TB esophagus-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01782,TB esophagus-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01783,TB esophagus-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01784,TB esophagus-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01785,TB esophagus-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01786,TB esophagus-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00179,TB of organ NEC-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01791,TB of organ NEC-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01792,TB organ NEC-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01793,TB of organ NEC-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01794,TB of organ NEC-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01795,TB of organ NEC-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01796,TB of organ NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00180,Acute miliary tb-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01801,Acute miliary tb-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01802,Ac miliary tb-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01803,Ac miliary tb-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01804,Acute miliary tb-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01805,Ac miliary tb-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01806,Ac miliary tb-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00188,Miliary TB NEC-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01881,Miliary TB NEC-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01882,Miliary TB NEC-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01883,Miliary TB NEC-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01884,Miliary TB NEC-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01885,Miliary TB NEC-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01886,Miliary TB NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
00189,Miliary TB NOS-unspec,Tuberculosis,,,"Pulmonary, Super Low"
01891,Miliary TB NOS-no exam,Tuberculosis,,,"Pulmonary, Super Low"
01892,Miliary TB NOS-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
01893,Miliary TB NOS-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
01894,Miliary TB NOS-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
01895,Miliary TB NOS-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
01896,Miliary TB NOS-oth test,Tuberculosis,,,"Pulmonary, Super Low"
200,Bubonic plague,Oth bact inf,,,"Infectious Disease, Medium"
201,Cellulocutaneous plague,Skin infectn,,,"Infectious Disease, Medium"
202,Septicemic plague,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
203,Primary pneumonic plague,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, Medium"
204,Secondary pneumon plague,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, Medium"
205,Pneumonic plague NOS,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, Medium"
208,Other types of plague,Oth bact inf,,,"Infectious Disease, Medium"
209,Plague NOS,Oth bact inf,,,"Infectious Disease, Medium"
210,Ulceroglandul tularemia,Skin infectn,,,"Infectious Disease, Medium"
211,Enteric tularemia,Intest infct,,,"Infectious Disease, Medium"
212,Pulmonary tularemia,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, Medium"
213,Oculoglandular tularemia,Eye infectn,,,"Infectious Disease, Medium"
218,Tularemia NEC,Oth bact inf,,,"Infectious Disease, Medium"
219,Tularemia NOS,Oth bact inf,,,"Infectious Disease, Medium"
220,Cutaneous anthrax,Skin infectn,,,"Infectious Disease, Medium"
221,Pulmonary anthrax,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, Medium"
222,Gastrointestinal anthrax,Intest infct,,,"Infectious Disease, Medium"
223,Anthrax septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
228,Other anthrax manifest,Oth bact inf,,,"Infectious Disease, Medium"
229,Anthrax NOS,Oth bact inf,,,"Infectious Disease, Medium"
230,Brucella melitensis,Oth bact inf,,,"Infectious Disease, Medium"
231,Brucella abortus,Oth bact inf,,,"Infectious Disease, Medium"
232,Brucella suis,Oth bact inf,,,"Infectious Disease, Medium"
233,Brucella canis,Oth bact inf,,,"Infectious Disease, Medium"
238,Brucellosis NEC,Oth bact inf,,,"Infectious Disease, Medium"
239,Brucellosis NOS,Oth bact inf,,,"Infectious Disease, Medium"
24,Glanders,Oth bact inf,,,"Infectious Disease, Medium"
25,Melioidosis,Oth bact inf,,,"Infectious Disease, Medium"
260,Spirillary fever,Oth bact inf,,,"Infectious Disease, Medium"
261,Streptobacillary fever,Infect arth,,,"Infectious Disease, Medium"
269,Rat-bite fever NOS,Oth bact inf,,,"Infectious Disease, Medium"
270,Listeriosis,Oth bact inf,,,"Infectious Disease, Medium"
271,Erysipelothrix infection,Oth bact inf,,,"Infectious Disease, Medium"
272,Pasteurellosis,Oth bact inf,,,"Infectious Disease, Medium"
278,Zoonotic bact dis NEC,Oth bact inf,,,"Infectious Disease, Medium"
279,Zoonotic bact dis NOS,Oth bact inf,,,"Infectious Disease, Medium"
300,Lepromatous leprosy,Oth bact inf,,,"Infectious Disease, Medium"
301,Tuberculoid leprosy,Oth bact inf,,,"Infectious Disease, Medium"
302,Indeterminate leprosy,Oth bact inf,,,"Infectious Disease, Medium"
303,Borderline leprosy,Oth bact inf,,,"Infectious Disease, Medium"
308,Leprosy NEC,Oth bact inf,,,"Infectious Disease, Medium"
309,Leprosy NOS,Oth bact inf,,,"Infectious Disease, Medium"
310,Pulmonary mycobacteria,Pneumonia,HCC5 Opportunistic Infections,,"Infectious Disease, Medium"
311,Cutaneous mycobacteria,Skin infectn,,,"Infectious Disease, Medium"
312,DMAC bacteremia,Oth bact inf,HCC5 Opportunistic Infections,,"AIDS, High"
318,Mycobacterial dis NEC,Oth bact inf,,,"Infectious Disease, Medium"
319,Mycobacterial dis NOS,Oth bact inf,,,"Infectious Disease, Medium"
320,Faucial diphtheria,Ot up rsp in,,,"Gastrointestinal, Super Low"
321,Nasopharynx diphtheria,Ot up rsp in,,,"Gastrointestinal, Super Low"
322,Ant nasal diphtheria,Ot up rsp in,,,"Gastrointestinal, Super Low"
323,Laryngeal diphtheria,Ot up rsp in,,,"Gastrointestinal, Super Low"
3281,Conjunctival diphtheria,Eye infectn,,,"Infectious Disease, Super Low"
3282,Diphtheritic myocarditis,Carditis,,,"Infectious Disease, Super Low"
3283,Diphtheritic peritonitis,Peritonitis,HCC31 Intestinal Obstruction/Perforation,,"Infectious Disease, Super Low"
3284,Diphtheritic cystitis,UTI,,,"Infectious Disease, Super Low"
3285,Cutaneous diphtheria,Skin infectn,,,"Infectious Disease, Super Low"
3289,Diphtheria NEC,Oth bact inf,,,"Infectious Disease, Super Low"
329,Diphtheria NOS,Oth bact inf,,,"Gastrointestinal, Super Low"
330,Bordetella pertussis,Oth bact inf,,,"Infectious Disease, Super Low"
331,Bordetella parapertussis,Oth bact inf,,,"Infectious Disease, Super Low"
338,Whooping cough NEC,Oth bact inf,,,"Infectious Disease, Super Low"
339,Whooping cough NOS,Oth bact inf,,,"Infectious Disease, Super Low"
340,Strep sore throat,Ot up rsp in,,,"Infectious Disease, Super Low"
341,Scarlet fever,Oth bact inf,,,"Infectious Disease, Super Low"
35,Erysipelas,Skin infectn,,,"Infectious Disease, Super Low"
360,Meningococcal meningitis,Meningitis,,,"Infectious Disease, Super Low"
361,Meningococc encephalitis,Encephalitis,,,"Infectious Disease, Super Low"
362,Meningococcemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Super Low"
363,Meningococc adrenal synd,Oth bact inf,,,"Infectious Disease, Super Low"
3640,Meningococc carditis NOS,Carditis,,,"Infectious Disease, Super Low"
3641,Meningococc pericarditis,Carditis,,,"Infectious Disease, Super Low"
3642,Meningococc endocarditis,Carditis,,,"Infectious Disease, Super Low"
3643,Meningococc myocarditis,Carditis,,,"Infectious Disease, Super Low"
3681,Meningococc optic neurit,Oth bact inf,,,"Infectious Disease, Super Low"
3682,Meningococc arthropathy,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Infectious Disease, Super Low"
3689,Meningococcal infect NEC,Oth bact inf,,,"Infectious Disease, Super Low"
369,Meningococcal infect NOS,Oth bact inf,,,"Infectious Disease, Super Low"
37,Tetanus,Oth bact inf,,,"Infectious Disease, Super Low"
380,Streptococcal septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
3810,Staphylcocc septicem NOS,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
3811,Meth susc Staph aur sept,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
3812,MRSA septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
3819,Staphylcocc septicem NEC,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
382,Pneumococcal septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
383,Anaerobic septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
3840,Gram-neg septicemia NOS,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
3841,H. influenae septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
3842,E coli septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
3843,Pseudomonas septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, High"
3844,Serratia septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
3849,Gram-neg septicemia NEC,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
388,Septicemia NEC,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
389,Septicemia NOS,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
390,Cutaneous actinomycosis,Skin infectn,,,"Infectious Disease, High"
391,Pulmonary actinomycosis,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, High"
392,Abdominal actinomycosis,Oth bact inf,,,"Infectious Disease, High"
393,Cervicofac actinomycosis,Oth bact inf,,,"Infectious Disease, High"
394,Madura foot,Oth bact inf,,,"Infectious Disease, High"
398,Actinomycosis NEC,Oth bact inf,,,"Infectious Disease, High"
399,Actinomycosis NOS,Oth bact inf,,,"Infectious Disease, High"
400,Gas gangrene,Oth bact inf,HCC104 Vascular Disease with Complications,,"Infectious Disease, High"
401,Rhinoscleroma,Oth bact inf,,,"Infectious Disease, High"
402,Whipple's disease,Oth bact inf,HCC32 Pancreatic Disease,,"Infectious Disease, High"
403,Necrobacillosis,Oth bact inf,,,"Infectious Disease, High"
4041,Infant botulism,Ot perint dx,,,"Infectious Disease, Low"
4042,Wound botulism,Oth bact inf,,,"Infectious Disease, Low"
4081,Tropical pyomyositis,Oth bact inf,,,"Infectious Disease, High"
4082,Toxic shock syndrome,Oth bact inf,HCC2 Septicemia/Shock,,"Infectious Disease, Low"
4089,Bacterial diseases NEC,Oth bact inf,,,"Infectious Disease, High"
4100,Streptococcus unspecf,Oth bact inf,,,"Cardiovascular, Low"
4101,Streptococcus group a,Oth bact inf,,,"Cardiovascular, Low"
4102,Streptococcus group b,Oth bact inf,,,"Cardiovascular, Low"
4103,Streptococcus group c,Oth bact inf,,,"Cardiovascular, Low"
4104,Enterococcus group d,Oth bact inf,,,"Cardiovascular, Low"
4105,Streptococcus group g,Oth bact inf,,,"Cardiovascular, Low"
4109,Other streptococcus,Oth bact inf,,,"Cardiovascular, Low"
4110,Staphylococcus unspcfied,Oth bact inf,,,"Cardiovascular, Low"
4111,Mth sus Stph aur els/NOS,Oth bact inf,,,"Cardiovascular, Low"
4112,MRSA elsewhere/NOS,Oth bact inf,,,
4119,Other staphylococcus,Oth bact inf,,,
412,Pneumococcus infect NOS,Oth bact inf,,,"Cardiovascular, Low"
413,Klebsiella pneumoniae,Oth bact inf,,,"Cardiovascular, Low"
4141,Shiga txn-produce E.coli,Oth bact inf,,,"Cardiovascular, Low"
4142,Shga txn prod E.coli NEC,Oth bact inf,,,"Cardiovascular, Low"
4143,Shga txn prod E.coli NOS,Oth bact inf,,,"Cardiovascular, Low"
4149,E.coli infection NEC/NOS,Oth bact inf,,,"Cardiovascular, Low"
415,H. influenzae infect NOS,Oth bact inf,,,"Cardiovascular, Super Low"
416,Proteus infection NOS,Oth bact inf,,,"Cardiovascular, Medium"
417,Pseudomonas infect NOS,Oth bact inf,,,"Cardiovascular, Medium"
4181,Mycoplasma,Oth bact inf,,,
4182,Bacteroides fragilis,Oth bact inf,,,
4183,Clostridium perfringens,Oth bact inf,,,
4184,Other anaerobes,Oth bact inf,,,
4185,Oth gram negatv bacteria,Oth bact inf,,,
4186,Helicobacter pylori,Oth bact inf,,,
4189,Oth specf bacteria,Oth bact inf,,,
419,Bacterial infection NOS,Oth bact inf,,,
42,Human immuno virus dis,HIV infectn,HCC1 HIV/AIDS,,"Gastrointestinal, Super Low"
4500,Ac bulbar polio-type NOS,Oth CNS infx,,,"Infectious Disease, Low"
4501,Ac bulbar polio-type 1,Oth CNS infx,,,"Infectious Disease, Low"
4502,Ac bulbar polio-type 2,Oth CNS infx,,,"Infectious Disease, Low"
4503,Ac bulbar polio-type 3,Oth CNS infx,,,"Infectious Disease, Low"
